,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
All ABO,20083,19185,17159,18018,16309,15212,14743,13878,13299,13281,13040,13207,13519,13636,13156,13283,13612,13273,12973,12225,11879,11576,10997,10103,9747,9022,8726,8397,7806,7445,6794,6659,6390,5711,5691
